repo_name|repo_owner|repo_starcount|repo_forkcount|repo_description|repo_api_url|repo_html_url|repo_stargazers|repo_subscribers|repo_forks|repo_main_language
dokany|dokan-dev|3718|518|User mode file system library for windows with FUSE Wrapper|https://api.github.com/repos/dokan-dev/dokany|https://github.com/dokan-dev/dokany|https://api.github.com/repos/dokan-dev/dokany/stargazers|https://api.github.com/repos/dokan-dev/dokany/subscribers|https://api.github.com/repos/dokan-dev/dokany/forks|https://api.github.com/repos/dokan-dev/dokany/languages
fontforge|fontforge|3709|531|Free (libre) font editor for Windows, Mac OS X and GNU+Linux|https://api.github.com/repos/fontforge/fontforge|https://github.com/fontforge/fontforge|https://api.github.com/repos/fontforge/fontforge/stargazers|https://api.github.com/repos/fontforge/fontforge/subscribers|https://api.github.com/repos/fontforge/fontforge/forks|https://api.github.com/repos/fontforge/fontforge/languages
iodine|yarrick|3686|388|Official git repo for iodine dns tunnel|https://api.github.com/repos/yarrick/iodine|https://github.com/yarrick/iodine|https://api.github.com/repos/yarrick/iodine/stargazers|https://api.github.com/repos/yarrick/iodine/subscribers|https://api.github.com/repos/yarrick/iodine/forks|https://api.github.com/repos/yarrick/iodine/languages
dynomite|Netflix|3661|483|A generic dynamo implementation for different k-v storage engines|https://api.github.com/repos/Netflix/dynomite|https://github.com/Netflix/dynomite|https://api.github.com/repos/Netflix/dynomite/stargazers|https://api.github.com/repos/Netflix/dynomite/subscribers|https://api.github.com/repos/Netflix/dynomite/forks|https://api.github.com/repos/Netflix/dynomite/languages
smartdns|pymumu|3632|641|A local DNS server to obtain the fastest website IP for the best Internet experience， 一个本地DNS服务器，获取最快的网站IP，获得最佳上网体验。|https://api.github.com/repos/pymumu/smartdns|https://github.com/pymumu/smartdns|https://api.github.com/repos/pymumu/smartdns/stargazers|https://api.github.com/repos/pymumu/smartdns/subscribers|https://api.github.com/repos/pymumu/smartdns/forks|https://api.github.com/repos/pymumu/smartdns/languages
Logan|Meituan-Dianping|3581|552|Logan is a lightweight case logging system based on mobile platform.|https://api.github.com/repos/Meituan-Dianping/Logan|https://github.com/Meituan-Dianping/Logan|https://api.github.com/repos/Meituan-Dianping/Logan/stargazers|https://api.github.com/repos/Meituan-Dianping/Logan/subscribers|https://api.github.com/repos/Meituan-Dianping/Logan/forks|https://api.github.com/repos/Meituan-Dianping/Logan/languages
tess-two|rmtheis|3580|1361|Fork of Tesseract Tools for Android|https://api.github.com/repos/rmtheis/tess-two|https://github.com/rmtheis/tess-two|https://api.github.com/repos/rmtheis/tess-two/stargazers|https://api.github.com/repos/rmtheis/tess-two/subscribers|https://api.github.com/repos/rmtheis/tess-two/forks|https://api.github.com/repos/rmtheis/tess-two/languages
30dayMakeOS|yourtion|3577|993|《30天自制操作系统》源码中文版。自己制作一个操作系统（OSASK）的过程|https://api.github.com/repos/yourtion/30dayMakeOS|https://github.com/yourtion/30dayMakeOS|https://api.github.com/repos/yourtion/30dayMakeOS/stargazers|https://api.github.com/repos/yourtion/30dayMakeOS/subscribers|https://api.github.com/repos/yourtion/30dayMakeOS/forks|https://api.github.com/repos/yourtion/30dayMakeOS/languages
loadlibrary|taviso|3574|320|Porting Windows Dynamic Link Libraries to Linux|https://api.github.com/repos/taviso/loadlibrary|https://github.com/taviso/loadlibrary|https://api.github.com/repos/taviso/loadlibrary/stargazers|https://api.github.com/repos/taviso/loadlibrary/subscribers|https://api.github.com/repos/taviso/loadlibrary/forks|https://api.github.com/repos/taviso/loadlibrary/languages
tbox|tboox|3566|554|🎁 A glib-like multi-platform c library|https://api.github.com/repos/tboox/tbox|https://github.com/tboox/tbox|https://api.github.com/repos/tboox/tbox/stargazers|https://api.github.com/repos/tboox/tbox/subscribers|https://api.github.com/repos/tboox/tbox/forks|https://api.github.com/repos/tboox/tbox/languages
vis|martanne|3554|218|A vi-like editor based on Plan 9's structural regular expressions|https://api.github.com/repos/martanne/vis|https://github.com/martanne/vis|https://api.github.com/repos/martanne/vis/stargazers|https://api.github.com/repos/martanne/vis/subscribers|https://api.github.com/repos/martanne/vis/forks|https://api.github.com/repos/martanne/vis/languages
flinux|wishstudio|3554|252|Foreign LINUX - Run unmodified Linux applications inside Windows.|https://api.github.com/repos/wishstudio/flinux|https://github.com/wishstudio/flinux|https://api.github.com/repos/wishstudio/flinux/stargazers|https://api.github.com/repos/wishstudio/flinux/subscribers|https://api.github.com/repos/wishstudio/flinux/forks|https://api.github.com/repos/wishstudio/flinux/languages
iperf|esnet|3545|848|iperf3:  A TCP, UDP, and SCTP network bandwidth measurement tool|https://api.github.com/repos/esnet/iperf|https://github.com/esnet/iperf|https://api.github.com/repos/esnet/iperf/stargazers|https://api.github.com/repos/esnet/iperf/subscribers|https://api.github.com/repos/esnet/iperf/forks|https://api.github.com/repos/esnet/iperf/languages
study|ming1016|3517|684|学习记录|https://api.github.com/repos/ming1016/study|https://github.com/ming1016/study|https://api.github.com/repos/ming1016/study/stargazers|https://api.github.com/repos/ming1016/study/subscribers|https://api.github.com/repos/ming1016/study/forks|https://api.github.com/repos/ming1016/study/languages
sds|antirez|3494|357|Simple Dynamic Strings library for C|https://api.github.com/repos/antirez/sds|https://github.com/antirez/sds|https://api.github.com/repos/antirez/sds/stargazers|https://api.github.com/repos/antirez/sds/subscribers|https://api.github.com/repos/antirez/sds/forks|https://api.github.com/repos/antirez/sds/languages
proxychains|haad|3488|439|"proxychains - a tool that forces any TCP connection made by any given application to follow through proxy like TOR or any other SOCKS4, SOCKS5 or HTTP(S) proxy.  Supported auth-types: ""user/pass"" for SOCKS4/5, ""basic"" for HTTP."|https://api.github.com/repos/haad/proxychains|https://github.com/haad/proxychains|https://api.github.com/repos/haad/proxychains/stargazers|https://api.github.com/repos/haad/proxychains/subscribers|https://api.github.com/repos/haad/proxychains/forks|https://api.github.com/repos/haad/proxychains/languages
phc-winner-argon2|P-H-C|3483|287|The password hash Argon2, winner of PHC |https://api.github.com/repos/P-H-C/phc-winner-argon2|https://github.com/P-H-C/phc-winner-argon2|https://api.github.com/repos/P-H-C/phc-winner-argon2/stargazers|https://api.github.com/repos/P-H-C/phc-winner-argon2/subscribers|https://api.github.com/repos/P-H-C/phc-winner-argon2/forks|https://api.github.com/repos/P-H-C/phc-winner-argon2/languages
osv|cloudius-systems|3452|573|OSv, a new operating system for the cloud.|https://api.github.com/repos/cloudius-systems/osv|https://github.com/cloudius-systems/osv|https://api.github.com/repos/cloudius-systems/osv/stargazers|https://api.github.com/repos/cloudius-systems/osv/subscribers|https://api.github.com/repos/cloudius-systems/osv/forks|https://api.github.com/repos/cloudius-systems/osv/languages
xmake|xmake-io|3444|371|🔥 A cross-platform build utility based on Lua|https://api.github.com/repos/xmake-io/xmake|https://github.com/xmake-io/xmake|https://api.github.com/repos/xmake-io/xmake/stargazers|https://api.github.com/repos/xmake-io/xmake/subscribers|https://api.github.com/repos/xmake-io/xmake/forks|https://api.github.com/repos/xmake-io/xmake/languages
pthreads|krakjoe|3438|508|Threading for PHP - Share Nothing, Do Everything :)|https://api.github.com/repos/krakjoe/pthreads|https://github.com/krakjoe/pthreads|https://api.github.com/repos/krakjoe/pthreads/stargazers|https://api.github.com/repos/krakjoe/pthreads/subscribers|https://api.github.com/repos/krakjoe/pthreads/forks|https://api.github.com/repos/krakjoe/pthreads/languages
wasm3|wasm3|3437|181|🚀 The fastest WebAssembly interpreter, and the most universal runtime|https://api.github.com/repos/wasm3/wasm3|https://github.com/wasm3/wasm3|https://api.github.com/repos/wasm3/wasm3/stargazers|https://api.github.com/repos/wasm3/wasm3/subscribers|https://api.github.com/repos/wasm3/wasm3/forks|https://api.github.com/repos/wasm3/wasm3/languages
ChinaDNS|shadowsocks|3416|1381|Protect yourself against DNS poisoning in China.|https://api.github.com/repos/shadowsocks/ChinaDNS|https://github.com/shadowsocks/ChinaDNS|https://api.github.com/repos/shadowsocks/ChinaDNS/stargazers|https://api.github.com/repos/shadowsocks/ChinaDNS/subscribers|https://api.github.com/repos/shadowsocks/ChinaDNS/forks|https://api.github.com/repos/shadowsocks/ChinaDNS/languages
kore|jorisvink|3409|320|"An easy to use, scalable and secure web application framework for writing web APIs in C or Python. || This is a read-only mirror, please see https://kore.io/mail and https://kore.io/source for information on how to contribute via the mailing lists."|https://api.github.com/repos/jorisvink/kore|https://github.com/jorisvink/kore|https://api.github.com/repos/jorisvink/kore/stargazers|https://api.github.com/repos/jorisvink/kore/subscribers|https://api.github.com/repos/jorisvink/kore/forks|https://api.github.com/repos/jorisvink/kore/languages
MTProxy|TelegramMessenger|3387|576||https://api.github.com/repos/TelegramMessenger/MTProxy|https://github.com/TelegramMessenger/MTProxy|https://api.github.com/repos/TelegramMessenger/MTProxy/stargazers|https://api.github.com/repos/TelegramMessenger/MTProxy/subscribers|https://api.github.com/repos/TelegramMessenger/MTProxy/forks|https://api.github.com/repos/TelegramMessenger/MTProxy/languages
UACME|hfiref0x|3376|931|Defeating Windows User Account Control|https://api.github.com/repos/hfiref0x/UACME|https://github.com/hfiref0x/UACME|https://api.github.com/repos/hfiref0x/UACME/stargazers|https://api.github.com/repos/hfiref0x/UACME/subscribers|https://api.github.com/repos/hfiref0x/UACME/forks|https://api.github.com/repos/hfiref0x/UACME/languages
ossec-hids|ossec|3369|891|OSSEC is an Open Source Host-based Intrusion Detection System that performs log analysis, file integrity checking, policy monitoring, rootkit detection, real-time alerting and active response.|https://api.github.com/repos/ossec/ossec-hids|https://github.com/ossec/ossec-hids|https://api.github.com/repos/ossec/ossec-hids/stargazers|https://api.github.com/repos/ossec/ossec-hids/subscribers|https://api.github.com/repos/ossec/ossec-hids/forks|https://api.github.com/repos/ossec/ossec-hids/languages
firejail|netblue30|3365|388|Linux namespaces and seccomp-bpf sandbox|https://api.github.com/repos/netblue30/firejail|https://github.com/netblue30/firejail|https://api.github.com/repos/netblue30/firejail/stargazers|https://api.github.com/repos/netblue30/firejail/subscribers|https://api.github.com/repos/netblue30/firejail/forks|https://api.github.com/repos/netblue30/firejail/languages
LCUI|lc-soft|3356|305|A small C library for building user interfaces with C, XML and CSS.|https://api.github.com/repos/lc-soft/LCUI|https://github.com/lc-soft/LCUI|https://api.github.com/repos/lc-soft/LCUI/stargazers|https://api.github.com/repos/lc-soft/LCUI/subscribers|https://api.github.com/repos/lc-soft/LCUI/forks|https://api.github.com/repos/lc-soft/LCUI/languages
cinnamon|linuxmint|3353|599|A Linux desktop featuring a traditional layout, built from modern technology and introducing brand new innovative features. |https://api.github.com/repos/linuxmint/cinnamon|https://github.com/linuxmint/cinnamon|https://api.github.com/repos/linuxmint/cinnamon/stargazers|https://api.github.com/repos/linuxmint/cinnamon/subscribers|https://api.github.com/repos/linuxmint/cinnamon/forks|https://api.github.com/repos/linuxmint/cinnamon/languages
lxc|lxc|3345|946|LXC - Linux Containers|https://api.github.com/repos/lxc/lxc|https://github.com/lxc/lxc|https://api.github.com/repos/lxc/lxc/stargazers|https://api.github.com/repos/lxc/lxc/subscribers|https://api.github.com/repos/lxc/lxc/forks|https://api.github.com/repos/lxc/lxc/languages
ttyd|tsl0922|3343|503|Share your terminal over the web|https://api.github.com/repos/tsl0922/ttyd|https://github.com/tsl0922/ttyd|https://api.github.com/repos/tsl0922/ttyd/stargazers|https://api.github.com/repos/tsl0922/ttyd/subscribers|https://api.github.com/repos/tsl0922/ttyd/forks|https://api.github.com/repos/tsl0922/ttyd/languages
HDMI-PI|peng-zhihui|3341|442|我设计的一个HDMI转MIPI模块，可以用于驱动各种手机屏幕当显示器用。|https://api.github.com/repos/peng-zhihui/HDMI-PI|https://github.com/peng-zhihui/HDMI-PI|https://api.github.com/repos/peng-zhihui/HDMI-PI/stargazers|https://api.github.com/repos/peng-zhihui/HDMI-PI/subscribers|https://api.github.com/repos/peng-zhihui/HDMI-PI/forks|https://api.github.com/repos/peng-zhihui/HDMI-PI/languages
contiki|contiki-os|3327|2507|The official git repository for Contiki, the open source OS for the Internet of Things|https://api.github.com/repos/contiki-os/contiki|https://github.com/contiki-os/contiki|https://api.github.com/repos/contiki-os/contiki/stargazers|https://api.github.com/repos/contiki-os/contiki/subscribers|https://api.github.com/repos/contiki-os/contiki/forks|https://api.github.com/repos/contiki-os/contiki/languages
toaruos|klange|3321|339|A completely-from-scratch hobby operating system: bootloader, kernel, drivers, C library, and userspace including a composited graphical UI, dynamic linker, syntax-highlighting text editor, network stack, etc.|https://api.github.com/repos/klange/toaruos|https://github.com/klange/toaruos|https://api.github.com/repos/klange/toaruos/stargazers|https://api.github.com/repos/klange/toaruos/subscribers|https://api.github.com/repos/klange/toaruos/forks|https://api.github.com/repos/klange/toaruos/languages
small-video-record|mabeijianxi|3321|709|利用FFmpeg视频录制微信小视频与其压缩处理|https://api.github.com/repos/mabeijianxi/small-video-record|https://github.com/mabeijianxi/small-video-record|https://api.github.com/repos/mabeijianxi/small-video-record/stargazers|https://api.github.com/repos/mabeijianxi/small-video-record/subscribers|https://api.github.com/repos/mabeijianxi/small-video-record/forks|https://api.github.com/repos/mabeijianxi/small-video-record/languages
wireshark|wireshark|3311|1198|Read-only mirror of Wireshark's Git repository at https://gitlab.com/wireshark/wireshark. GitHub won't let us disable pull requests. ☞ THEY WILL BE IGNORED HERE ☜ Please upload them at GitLab.|https://api.github.com/repos/wireshark/wireshark|https://github.com/wireshark/wireshark|https://api.github.com/repos/wireshark/wireshark/stargazers|https://api.github.com/repos/wireshark/wireshark/subscribers|https://api.github.com/repos/wireshark/wireshark/forks|https://api.github.com/repos/wireshark/wireshark/languages
tmk_keyboard|tmk|3308|1594|Keyboard firmwares for Atmel AVR and Cortex-M|https://api.github.com/repos/tmk/tmk_keyboard|https://github.com/tmk/tmk_keyboard|https://api.github.com/repos/tmk/tmk_keyboard/stargazers|https://api.github.com/repos/tmk/tmk_keyboard/subscribers|https://api.github.com/repos/tmk/tmk_keyboard/forks|https://api.github.com/repos/tmk/tmk_keyboard/languages
libuv|joyent|3296|685|Go to |https://api.github.com/repos/joyent/libuv|https://github.com/joyent/libuv|https://api.github.com/repos/joyent/libuv/stargazers|https://api.github.com/repos/joyent/libuv/subscribers|https://api.github.com/repos/joyent/libuv/forks|https://api.github.com/repos/joyent/libuv/languages
mpc-hc|mpc-hc|3284|1217|MPC-HC's main repository.  For support use our Trac: https://trac.mpc-hc.org/|https://api.github.com/repos/mpc-hc/mpc-hc|https://github.com/mpc-hc/mpc-hc|https://api.github.com/repos/mpc-hc/mpc-hc/stargazers|https://api.github.com/repos/mpc-hc/mpc-hc/subscribers|https://api.github.com/repos/mpc-hc/mpc-hc/forks|https://api.github.com/repos/mpc-hc/mpc-hc/languages
Skill-Tree|linw7|3274|1025|🐼 准备秋招，欢迎来树上取果实|https://api.github.com/repos/linw7/Skill-Tree|https://github.com/linw7/Skill-Tree|https://api.github.com/repos/linw7/Skill-Tree/stargazers|https://api.github.com/repos/linw7/Skill-Tree/subscribers|https://api.github.com/repos/linw7/Skill-Tree/forks|https://api.github.com/repos/linw7/Skill-Tree/languages
ngx_http_google_filter_module|cuber|3272|798|Nginx Module for Google Mirror|https://api.github.com/repos/cuber/ngx_http_google_filter_module|https://github.com/cuber/ngx_http_google_filter_module|https://api.github.com/repos/cuber/ngx_http_google_filter_module/stargazers|https://api.github.com/repos/cuber/ngx_http_google_filter_module/subscribers|https://api.github.com/repos/cuber/ngx_http_google_filter_module/forks|https://api.github.com/repos/cuber/ngx_http_google_filter_module/languages
pygame|pygame|3267|1394|pygame (the library) is a Free and Open Source python programming language library for making multimedia applications like games built on top of the excellent SDL library. C, Python, Native, OpenGL.|https://api.github.com/repos/pygame/pygame|https://github.com/pygame/pygame|https://api.github.com/repos/pygame/pygame/stargazers|https://api.github.com/repos/pygame/pygame/subscribers|https://api.github.com/repos/pygame/pygame/forks|https://api.github.com/repos/pygame/pygame/languages
kafkacat|edenhill|3265|306|Generic command line non-JVM Apache Kafka producer and consumer|https://api.github.com/repos/edenhill/kafkacat|https://github.com/edenhill/kafkacat|https://api.github.com/repos/edenhill/kafkacat/stargazers|https://api.github.com/repos/edenhill/kafkacat/subscribers|https://api.github.com/repos/edenhill/kafkacat/forks|https://api.github.com/repos/edenhill/kafkacat/languages
OBS|jp9000|3250|879|Open Broadcaster Software (Deprecated: See OBS Studio repository instead)|https://api.github.com/repos/jp9000/OBS|https://github.com/jp9000/OBS|https://api.github.com/repos/jp9000/OBS/stargazers|https://api.github.com/repos/jp9000/OBS/subscribers|https://api.github.com/repos/jp9000/OBS/forks|https://api.github.com/repos/jp9000/OBS/languages
esp_wifi_repeater|martin-ger|3247|623|A full functional WiFi Repeater (correctly: a WiFi NAT Router)|https://api.github.com/repos/martin-ger/esp_wifi_repeater|https://github.com/martin-ger/esp_wifi_repeater|https://api.github.com/repos/martin-ger/esp_wifi_repeater/stargazers|https://api.github.com/repos/martin-ger/esp_wifi_repeater/subscribers|https://api.github.com/repos/martin-ger/esp_wifi_repeater/forks|https://api.github.com/repos/martin-ger/esp_wifi_repeater/languages
klib|attractivechaos|3236|449|A standalone and lightweight C library|https://api.github.com/repos/attractivechaos/klib|https://github.com/attractivechaos/klib|https://api.github.com/repos/attractivechaos/klib/stargazers|https://api.github.com/repos/attractivechaos/klib/subscribers|https://api.github.com/repos/attractivechaos/klib/forks|https://api.github.com/repos/attractivechaos/klib/languages
ultrajson|ultrajson|3198|325|Ultra fast JSON decoder and encoder written in C with Python bindings|https://api.github.com/repos/ultrajson/ultrajson|https://github.com/ultrajson/ultrajson|https://api.github.com/repos/ultrajson/ultrajson/stargazers|https://api.github.com/repos/ultrajson/ultrajson/subscribers|https://api.github.com/repos/ultrajson/ultrajson/forks|https://api.github.com/repos/ultrajson/ultrajson/languages
qira|geohot|3190|416|QEMU Interactive Runtime Analyser|https://api.github.com/repos/geohot/qira|https://github.com/geohot/qira|https://api.github.com/repos/geohot/qira/stargazers|https://api.github.com/repos/geohot/qira/subscribers|https://api.github.com/repos/geohot/qira/forks|https://api.github.com/repos/geohot/qira/languages
libfreenect|OpenKinect|3173|1107|Drivers and libraries for the Xbox Kinect device on Windows, Linux, and OS X|https://api.github.com/repos/OpenKinect/libfreenect|https://github.com/OpenKinect/libfreenect|https://api.github.com/repos/OpenKinect/libfreenect/stargazers|https://api.github.com/repos/OpenKinect/libfreenect/subscribers|https://api.github.com/repos/OpenKinect/libfreenect/forks|https://api.github.com/repos/OpenKinect/libfreenect/languages
nvtop|Syllo|3127|131|NVIDIA GPUs htop like monitoring tool|https://api.github.com/repos/Syllo/nvtop|https://github.com/Syllo/nvtop|https://api.github.com/repos/Syllo/nvtop/stargazers|https://api.github.com/repos/Syllo/nvtop/subscribers|https://api.github.com/repos/Syllo/nvtop/forks|https://api.github.com/repos/Syllo/nvtop/languages
VeraCrypt|veracrypt|3124|517|Disk encryption with strong security based on TrueCrypt|https://api.github.com/repos/veracrypt/VeraCrypt|https://github.com/veracrypt/VeraCrypt|https://api.github.com/repos/veracrypt/VeraCrypt/stargazers|https://api.github.com/repos/veracrypt/VeraCrypt/subscribers|https://api.github.com/repos/veracrypt/VeraCrypt/forks|https://api.github.com/repos/veracrypt/VeraCrypt/languages
libfuse|libfuse|3120|778|The reference implementation of the Linux FUSE (Filesystem in Userspace) interface|https://api.github.com/repos/libfuse/libfuse|https://github.com/libfuse/libfuse|https://api.github.com/repos/libfuse/libfuse/stargazers|https://api.github.com/repos/libfuse/libfuse/subscribers|https://api.github.com/repos/libfuse/libfuse/forks|https://api.github.com/repos/libfuse/libfuse/languages
legacy-cc|mortdeus|3119|303|The earliest versions of the very first c compiler known to exist in the wild written by the late legend himself dmr. |https://api.github.com/repos/mortdeus/legacy-cc|https://github.com/mortdeus/legacy-cc|https://api.github.com/repos/mortdeus/legacy-cc/stargazers|https://api.github.com/repos/mortdeus/legacy-cc/subscribers|https://api.github.com/repos/mortdeus/legacy-cc/forks|https://api.github.com/repos/mortdeus/legacy-cc/languages
dSYMTools|answer-huang|3113|816|dSYM analyze|https://api.github.com/repos/answer-huang/dSYMTools|https://github.com/answer-huang/dSYMTools|https://api.github.com/repos/answer-huang/dSYMTools/stargazers|https://api.github.com/repos/answer-huang/dSYMTools/subscribers|https://api.github.com/repos/answer-huang/dSYMTools/forks|https://api.github.com/repos/answer-huang/dSYMTools/languages
libpostal|openvenues|3078|324|A C library for parsing/normalizing street addresses around the world. Powered by statistical NLP and open geo data.|https://api.github.com/repos/openvenues/libpostal|https://github.com/openvenues/libpostal|https://api.github.com/repos/openvenues/libpostal/stargazers|https://api.github.com/repos/openvenues/libpostal/subscribers|https://api.github.com/repos/openvenues/libpostal/forks|https://api.github.com/repos/openvenues/libpostal/languages
Quake|id-Software|3075|671|Quake GPL Source Release|https://api.github.com/repos/id-Software/Quake|https://github.com/id-Software/Quake|https://api.github.com/repos/id-Software/Quake/stargazers|https://api.github.com/repos/id-Software/Quake/subscribers|https://api.github.com/repos/id-Software/Quake/forks|https://api.github.com/repos/id-Software/Quake/languages
seL4|seL4|3071|429|The seL4 microkernel|https://api.github.com/repos/seL4/seL4|https://github.com/seL4/seL4|https://api.github.com/repos/seL4/seL4/stargazers|https://api.github.com/repos/seL4/seL4/subscribers|https://api.github.com/repos/seL4/seL4/forks|https://api.github.com/repos/seL4/seL4/languages
libusb|libusb|3063|1359|A cross-platform library to access USB devices |https://api.github.com/repos/libusb/libusb|https://github.com/libusb/libusb|https://api.github.com/repos/libusb/libusb/stargazers|https://api.github.com/repos/libusb/libusb/subscribers|https://api.github.com/repos/libusb/libusb/forks|https://api.github.com/repos/libusb/libusb/languages
winfsp|billziss-gh|3050|287|Windows File System Proxy - FUSE for Windows|https://api.github.com/repos/billziss-gh/winfsp|https://github.com/billziss-gh/winfsp|https://api.github.com/repos/billziss-gh/winfsp/stargazers|https://api.github.com/repos/billziss-gh/winfsp/subscribers|https://api.github.com/repos/billziss-gh/winfsp/forks|https://api.github.com/repos/billziss-gh/winfsp/languages
jo|jpmens|3040|96|JSON output from a shell|https://api.github.com/repos/jpmens/jo|https://github.com/jpmens/jo|https://api.github.com/repos/jpmens/jo/stargazers|https://api.github.com/repos/jpmens/jo/subscribers|https://api.github.com/repos/jpmens/jo/forks|https://api.github.com/repos/jpmens/jo/languages
glusterfs|gluster|3028|898|Gluster Filesystem : Build your distributed storage in minutes|https://api.github.com/repos/gluster/glusterfs|https://github.com/gluster/glusterfs|https://api.github.com/repos/gluster/glusterfs/stargazers|https://api.github.com/repos/gluster/glusterfs/subscribers|https://api.github.com/repos/gluster/glusterfs/forks|https://api.github.com/repos/gluster/glusterfs/languages
sslh|yrutschle|3010|280|Applicative Protocol Multiplexer (e.g. share SSH and HTTPS on the same port)|https://api.github.com/repos/yrutschle/sslh|https://github.com/yrutschle/sslh|https://api.github.com/repos/yrutschle/sslh/stargazers|https://api.github.com/repos/yrutschle/sslh/subscribers|https://api.github.com/repos/yrutschle/sslh/forks|https://api.github.com/repos/yrutschle/sslh/languages
Luma3DS|LumaTeam|2998|413|"Noob-proof (N)3DS ""Custom Firmware"""|https://api.github.com/repos/LumaTeam/Luma3DS|https://github.com/LumaTeam/Luma3DS|https://api.github.com/repos/LumaTeam/Luma3DS/stargazers|https://api.github.com/repos/LumaTeam/Luma3DS/subscribers|https://api.github.com/repos/LumaTeam/Luma3DS/forks|https://api.github.com/repos/LumaTeam/Luma3DS/languages
libwebsockets|warmcat|2985|1167|canonical libwebsockets.org networking library|https://api.github.com/repos/warmcat/libwebsockets|https://github.com/warmcat/libwebsockets|https://api.github.com/repos/warmcat/libwebsockets/stargazers|https://api.github.com/repos/warmcat/libwebsockets/subscribers|https://api.github.com/repos/warmcat/libwebsockets/forks|https://api.github.com/repos/warmcat/libwebsockets/languages
xrdp|neutrinolabs|2977|532|xrdp: an open source RDP server|https://api.github.com/repos/neutrinolabs/xrdp|https://github.com/neutrinolabs/xrdp|https://api.github.com/repos/neutrinolabs/xrdp/stargazers|https://api.github.com/repos/neutrinolabs/xrdp/subscribers|https://api.github.com/repos/neutrinolabs/xrdp/forks|https://api.github.com/repos/neutrinolabs/xrdp/languages
wrk2|giltene|2972|245|A constant throughput, correct latency recording variant of wrk|https://api.github.com/repos/giltene/wrk2|https://github.com/giltene/wrk2|https://api.github.com/repos/giltene/wrk2/stargazers|https://api.github.com/repos/giltene/wrk2/subscribers|https://api.github.com/repos/giltene/wrk2/forks|https://api.github.com/repos/giltene/wrk2/languages
eddystone|google|2971|774|Specification for Eddystone, an open beacon format from Google|https://api.github.com/repos/google/eddystone|https://github.com/google/eddystone|https://api.github.com/repos/google/eddystone/stargazers|https://api.github.com/repos/google/eddystone/subscribers|https://api.github.com/repos/google/eddystone/forks|https://api.github.com/repos/google/eddystone/languages
cute_headers|RandyGaul|2968|201|Collection of cross-platform one-file C/C++ libraries with no dependencies, primarily used for games|https://api.github.com/repos/RandyGaul/cute_headers|https://github.com/RandyGaul/cute_headers|https://api.github.com/repos/RandyGaul/cute_headers/stargazers|https://api.github.com/repos/RandyGaul/cute_headers/subscribers|https://api.github.com/repos/RandyGaul/cute_headers/forks|https://api.github.com/repos/RandyGaul/cute_headers/languages
uwsgi|unbit|2966|618|uWSGI application server container|https://api.github.com/repos/unbit/uwsgi|https://github.com/unbit/uwsgi|https://api.github.com/repos/unbit/uwsgi/stargazers|https://api.github.com/repos/unbit/uwsgi/subscribers|https://api.github.com/repos/unbit/uwsgi/forks|https://api.github.com/repos/unbit/uwsgi/languages
mimipenguin|huntergregal|2951|582|A tool to dump the login password from the current linux user|https://api.github.com/repos/huntergregal/mimipenguin|https://github.com/huntergregal/mimipenguin|https://api.github.com/repos/huntergregal/mimipenguin/stargazers|https://api.github.com/repos/huntergregal/mimipenguin/subscribers|https://api.github.com/repos/huntergregal/mimipenguin/forks|https://api.github.com/repos/huntergregal/mimipenguin/languages
rubinius|rubinius|2951|590|The Rubinius Language Platform|https://api.github.com/repos/rubinius/rubinius|https://github.com/rubinius/rubinius|https://api.github.com/repos/rubinius/rubinius/stargazers|https://api.github.com/repos/rubinius/rubinius/subscribers|https://api.github.com/repos/rubinius/rubinius/forks|https://api.github.com/repos/rubinius/rubinius/languages
AdAway|AdAway|2948|387|AdAway is a free and open source ad blocker for Android. |https://api.github.com/repos/AdAway/AdAway|https://github.com/AdAway/AdAway|https://api.github.com/repos/AdAway/AdAway/stargazers|https://api.github.com/repos/AdAway/AdAway/subscribers|https://api.github.com/repos/AdAway/AdAway/forks|https://api.github.com/repos/AdAway/AdAway/languages
krackattacks-scripts|vanhoefm|2936|743||https://api.github.com/repos/vanhoefm/krackattacks-scripts|https://github.com/vanhoefm/krackattacks-scripts|https://api.github.com/repos/vanhoefm/krackattacks-scripts/stargazers|https://api.github.com/repos/vanhoefm/krackattacks-scripts/subscribers|https://api.github.com/repos/vanhoefm/krackattacks-scripts/forks|https://api.github.com/repos/vanhoefm/krackattacks-scripts/languages
NoiseTorch|lawl|2917|54|Real-time microphone noise suppression on Linux.|https://api.github.com/repos/lawl/NoiseTorch|https://github.com/lawl/NoiseTorch|https://api.github.com/repos/lawl/NoiseTorch/stargazers|https://api.github.com/repos/lawl/NoiseTorch/subscribers|https://api.github.com/repos/lawl/NoiseTorch/forks|https://api.github.com/repos/lawl/NoiseTorch/languages
