repo_name|repo_owner|#_memcmp|#_memcpy|#_strcmp|#_strcpy|#_stars|#_forks|repo_description|repo_api_url|repo_html_url|repo_stargazers|repo_subscribers|repo_forks|repo_main_language
axf|blaquee|4|35|11|25|0|2||https://api.github.com/repos/blaquee/axf|https://github.com/blaquee/axf|https://api.github.com/repos/blaquee/axf/stargazers|https://api.github.com/repos/blaquee/axf/subscribers|https://api.github.com/repos/blaquee/axf/forks|https://api.github.com/repos/blaquee/axf/languages
aych.bitlight.network|AYCH-Inc|50|43|82|17|0|0||https://api.github.com/repos/AYCH-Inc/aych.bitlight.network|https://github.com/AYCH-Inc/aych.bitlight.network|https://api.github.com/repos/AYCH-Inc/aych.bitlight.network/stargazers|https://api.github.com/repos/AYCH-Inc/aych.bitlight.network/subscribers|https://api.github.com/repos/AYCH-Inc/aych.bitlight.network/forks|https://api.github.com/repos/AYCH-Inc/aych.bitlight.network/languages
B-plus-Tree|Myrto-Iglezou|0|1|1|4|0|0|"Implementation of a B+ tree in C, as a project in ""Implementation of Database Management Systems"" course."|https://api.github.com/repos/Myrto-Iglezou/B-plus-Tree|https://github.com/Myrto-Iglezou/B-plus-Tree|https://api.github.com/repos/Myrto-Iglezou/B-plus-Tree/stargazers|https://api.github.com/repos/Myrto-Iglezou/B-plus-Tree/subscribers|https://api.github.com/repos/Myrto-Iglezou/B-plus-Tree/forks|https://api.github.com/repos/Myrto-Iglezou/B-plus-Tree/languages
backend|kavya9sreedhar|89|295|327|204|0|0||https://api.github.com/repos/kavya9sreedhar/backend|https://github.com/kavya9sreedhar/backend|https://api.github.com/repos/kavya9sreedhar/backend/stargazers|https://api.github.com/repos/kavya9sreedhar/backend/subscribers|https://api.github.com/repos/kavya9sreedhar/backend/forks|https://api.github.com/repos/kavya9sreedhar/backend/languages
BananaPi|RimantasSmitas|1|20|8|5|0|0||https://api.github.com/repos/RimantasSmitas/BananaPi|https://github.com/RimantasSmitas/BananaPi|https://api.github.com/repos/RimantasSmitas/BananaPi/stargazers|https://api.github.com/repos/RimantasSmitas/BananaPi/subscribers|https://api.github.com/repos/RimantasSmitas/BananaPi/forks|https://api.github.com/repos/RimantasSmitas/BananaPi/languages
barrelfish_sysbench|snake0|268|886|548|255|0|0|Sysbench for barrelfish|https://api.github.com/repos/snake0/barrelfish_sysbench|https://github.com/snake0/barrelfish_sysbench|https://api.github.com/repos/snake0/barrelfish_sysbench/stargazers|https://api.github.com/repos/snake0/barrelfish_sysbench/subscribers|https://api.github.com/repos/snake0/barrelfish_sysbench/forks|https://api.github.com/repos/snake0/barrelfish_sysbench/languages
Base64-MIPS|lucianap|0|0|2|1|0|0|Base 64 encoder - decoder in Assembler and C|https://api.github.com/repos/lucianap/Base64-MIPS|https://github.com/lucianap/Base64-MIPS|https://api.github.com/repos/lucianap/Base64-MIPS/stargazers|https://api.github.com/repos/lucianap/Base64-MIPS/subscribers|https://api.github.com/repos/lucianap/Base64-MIPS/forks|https://api.github.com/repos/lucianap/Base64-MIPS/languages
basic-shell|zeynasip|0|0|1|1|0|0|Operating Systems Project|https://api.github.com/repos/zeynasip/basic-shell|https://github.com/zeynasip/basic-shell|https://api.github.com/repos/zeynasip/basic-shell/stargazers|https://api.github.com/repos/zeynasip/basic-shell/subscribers|https://api.github.com/repos/zeynasip/basic-shell/forks|https://api.github.com/repos/zeynasip/basic-shell/languages
bbb|piripapa|1255|6287|1949|1278|0|0||https://api.github.com/repos/piripapa/bbb|https://github.com/piripapa/bbb|https://api.github.com/repos/piripapa/bbb/stargazers|https://api.github.com/repos/piripapa/bbb/subscribers|https://api.github.com/repos/piripapa/bbb/forks|https://api.github.com/repos/piripapa/bbb/languages
bd_server|rt1052|0|0|2|2|0|0||https://api.github.com/repos/rt1052/bd_server|https://github.com/rt1052/bd_server|https://api.github.com/repos/rt1052/bd_server/stargazers|https://api.github.com/repos/rt1052/bd_server/subscribers|https://api.github.com/repos/rt1052/bd_server/forks|https://api.github.com/repos/rt1052/bd_server/languages
beaglebone-linux|maurillo71|964|4541|1200|1129|0|0|Linux beaglebone sources|https://api.github.com/repos/maurillo71/beaglebone-linux|https://github.com/maurillo71/beaglebone-linux|https://api.github.com/repos/maurillo71/beaglebone-linux/stargazers|https://api.github.com/repos/maurillo71/beaglebone-linux/subscribers|https://api.github.com/repos/maurillo71/beaglebone-linux/forks|https://api.github.com/repos/maurillo71/beaglebone-linux/languages
BeeBit|WilliamJardine|13|88|3|0|0|0|MicroBit RC controller similar to the BeeBot in C/C++|https://api.github.com/repos/WilliamJardine/BeeBit|https://github.com/WilliamJardine/BeeBit|https://api.github.com/repos/WilliamJardine/BeeBit/stargazers|https://api.github.com/repos/WilliamJardine/BeeBit/subscribers|https://api.github.com/repos/WilliamJardine/BeeBit/forks|https://api.github.com/repos/WilliamJardine/BeeBit/languages
BetaflightSA|laz2wiringpi|13|183|5|4|0|0|vtx  SA fork to test|https://api.github.com/repos/laz2wiringpi/BetaflightSA|https://github.com/laz2wiringpi/BetaflightSA|https://api.github.com/repos/laz2wiringpi/BetaflightSA/stargazers|https://api.github.com/repos/laz2wiringpi/BetaflightSA/subscribers|https://api.github.com/repos/laz2wiringpi/BetaflightSA/forks|https://api.github.com/repos/laz2wiringpi/BetaflightSA/languages
BinRouter_Backend|MolarFox|13|39|6|3|0|0|Backend for BinRouter CS final year project - team 14|https://api.github.com/repos/MolarFox/BinRouter_Backend|https://github.com/MolarFox/BinRouter_Backend|https://api.github.com/repos/MolarFox/BinRouter_Backend/stargazers|https://api.github.com/repos/MolarFox/BinRouter_Backend/subscribers|https://api.github.com/repos/MolarFox/BinRouter_Backend/forks|https://api.github.com/repos/MolarFox/BinRouter_Backend/languages
binutils|PureFusionTC|157|627|781|327|0|0||https://api.github.com/repos/PureFusionTC/binutils|https://github.com/PureFusionTC/binutils|https://api.github.com/repos/PureFusionTC/binutils/stargazers|https://api.github.com/repos/PureFusionTC/binutils/subscribers|https://api.github.com/repos/PureFusionTC/binutils/forks|https://api.github.com/repos/PureFusionTC/binutils/languages
binutils|technicalinformatics|81|343|407|163|0|0|v 2.27 |https://api.github.com/repos/technicalinformatics/binutils|https://github.com/technicalinformatics/binutils|https://api.github.com/repos/technicalinformatics/binutils/stargazers|https://api.github.com/repos/technicalinformatics/binutils/subscribers|https://api.github.com/repos/technicalinformatics/binutils/forks|https://api.github.com/repos/technicalinformatics/binutils/languages
binutils|RWTH-OS|155|633|778|341|0|3|Mirror of git://sourceware.org/git/binutils-gdb.git|https://api.github.com/repos/RWTH-OS/binutils|https://github.com/RWTH-OS/binutils|https://api.github.com/repos/RWTH-OS/binutils/stargazers|https://api.github.com/repos/RWTH-OS/binutils/subscribers|https://api.github.com/repos/RWTH-OS/binutils/forks|https://api.github.com/repos/RWTH-OS/binutils/languages
binutils|chaoyingfu|64|280|353|164|0|0||https://api.github.com/repos/chaoyingfu/binutils|https://github.com/chaoyingfu/binutils|https://api.github.com/repos/chaoyingfu/binutils/stargazers|https://api.github.com/repos/chaoyingfu/binutils/subscribers|https://api.github.com/repos/chaoyingfu/binutils/forks|https://api.github.com/repos/chaoyingfu/binutils/languages
binutils|monaka|255|987|1111|650|0|4|This is a git-cvsimport clone of the sourceware.org binutils repository.|https://api.github.com/repos/monaka/binutils|https://github.com/monaka/binutils|https://api.github.com/repos/monaka/binutils/stargazers|https://api.github.com/repos/monaka/binutils/subscribers|https://api.github.com/repos/monaka/binutils/forks|https://api.github.com/repos/monaka/binutils/languages
binutils-gdb|npe9|154|615|777|345|0|0|gdb patched for 64bit remotes|https://api.github.com/repos/npe9/binutils-gdb|https://github.com/npe9/binutils-gdb|https://api.github.com/repos/npe9/binutils-gdb/stargazers|https://api.github.com/repos/npe9/binutils-gdb/subscribers|https://api.github.com/repos/npe9/binutils-gdb/forks|https://api.github.com/repos/npe9/binutils-gdb/languages
binutils-gdb|luki122|143|583|750|333|0|0||https://api.github.com/repos/luki122/binutils-gdb|https://github.com/luki122/binutils-gdb|https://api.github.com/repos/luki122/binutils-gdb/stargazers|https://api.github.com/repos/luki122/binutils-gdb/subscribers|https://api.github.com/repos/luki122/binutils-gdb/forks|https://api.github.com/repos/luki122/binutils-gdb/languages
binutils-gdb|rurban|174|663|800|312|0|0|Maintained patches for binutils-gdb|https://api.github.com/repos/rurban/binutils-gdb|https://github.com/rurban/binutils-gdb|https://api.github.com/repos/rurban/binutils-gdb/stargazers|https://api.github.com/repos/rurban/binutils-gdb/subscribers|https://api.github.com/repos/rurban/binutils-gdb/forks|https://api.github.com/repos/rurban/binutils-gdb/languages
binutils-gdb_macOS_highSierra|ralic|157|625|788|327|0|0||https://api.github.com/repos/ralic/binutils-gdb_macOS_highSierra|https://github.com/ralic/binutils-gdb_macOS_highSierra|https://api.github.com/repos/ralic/binutils-gdb_macOS_highSierra/stargazers|https://api.github.com/repos/ralic/binutils-gdb_macOS_highSierra/subscribers|https://api.github.com/repos/ralic/binutils-gdb_macOS_highSierra/forks|https://api.github.com/repos/ralic/binutils-gdb_macOS_highSierra/languages
bird2|utopia-repository|13|51|16|16|0|0|Bird 2 Git snapshot builds for Debian.|https://api.github.com/repos/utopia-repository/bird2|https://github.com/utopia-repository/bird2|https://api.github.com/repos/utopia-repository/bird2/stargazers|https://api.github.com/repos/utopia-repository/bird2/subscribers|https://api.github.com/repos/utopia-repository/bird2/forks|https://api.github.com/repos/utopia-repository/bird2/languages
bitvisor_unikernel_container|clover0|111|360|173|39|0|0||https://api.github.com/repos/clover0/bitvisor_unikernel_container|https://github.com/clover0/bitvisor_unikernel_container|https://api.github.com/repos/clover0/bitvisor_unikernel_container/stargazers|https://api.github.com/repos/clover0/bitvisor_unikernel_container/subscribers|https://api.github.com/repos/clover0/bitvisor_unikernel_container/forks|https://api.github.com/repos/clover0/bitvisor_unikernel_container/languages
BLE-CC254x-1.4.0|HorseMa|32|79|13|6|0|1||https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0|https://github.com/HorseMa/BLE-CC254x-1.4.0|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/stargazers|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/subscribers|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/forks|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/languages
blinkdb-scheduling|henryem|1|19|161|16|0|1|Experiments for scheduling query jobs in BlinkDB|https://api.github.com/repos/henryem/blinkdb-scheduling|https://github.com/henryem/blinkdb-scheduling|https://api.github.com/repos/henryem/blinkdb-scheduling/stargazers|https://api.github.com/repos/henryem/blinkdb-scheduling/subscribers|https://api.github.com/repos/henryem/blinkdb-scheduling/forks|https://api.github.com/repos/henryem/blinkdb-scheduling/languages
boolean-retrieval-system|raghavbali|0|0|4|10|0|0|Automatically exported from code.google.com/p/boolean-retrieval-system|https://api.github.com/repos/raghavbali/boolean-retrieval-system|https://github.com/raghavbali/boolean-retrieval-system|https://api.github.com/repos/raghavbali/boolean-retrieval-system/stargazers|https://api.github.com/repos/raghavbali/boolean-retrieval-system/subscribers|https://api.github.com/repos/raghavbali/boolean-retrieval-system/forks|https://api.github.com/repos/raghavbali/boolean-retrieval-system/languages
boost|zzpu|62|217|171|37|0|0||https://api.github.com/repos/zzpu/boost|https://github.com/zzpu/boost|https://api.github.com/repos/zzpu/boost/stargazers|https://api.github.com/repos/zzpu/boost/subscribers|https://api.github.com/repos/zzpu/boost/forks|https://api.github.com/repos/zzpu/boost/languages
BOS-watch|CountMurphy|2|6|0|1|0|0||https://api.github.com/repos/CountMurphy/BOS-watch|https://github.com/CountMurphy/BOS-watch|https://api.github.com/repos/CountMurphy/BOS-watch/stargazers|https://api.github.com/repos/CountMurphy/BOS-watch/subscribers|https://api.github.com/repos/CountMurphy/BOS-watch/forks|https://api.github.com/repos/CountMurphy/BOS-watch/languages
BrowsableMacintoshClassic|HiroDevelop|5|33|56|19|0|0|Macintosh Classic Emulated over a Internet browser|https://api.github.com/repos/HiroDevelop/BrowsableMacintoshClassic|https://github.com/HiroDevelop/BrowsableMacintoshClassic|https://api.github.com/repos/HiroDevelop/BrowsableMacintoshClassic/stargazers|https://api.github.com/repos/HiroDevelop/BrowsableMacintoshClassic/subscribers|https://api.github.com/repos/HiroDevelop/BrowsableMacintoshClassic/forks|https://api.github.com/repos/HiroDevelop/BrowsableMacintoshClassic/languages
bsp_uboot|Nuc970|80|357|224|135|0|0|新塘bsp包里面的uboot版本号是： 20151008.1735版本的|https://api.github.com/repos/Nuc970/bsp_uboot|https://github.com/Nuc970/bsp_uboot|https://api.github.com/repos/Nuc970/bsp_uboot/stargazers|https://api.github.com/repos/Nuc970/bsp_uboot/subscribers|https://api.github.com/repos/Nuc970/bsp_uboot/forks|https://api.github.com/repos/Nuc970/bsp_uboot/languages
BugHouseClient|abl17|0|1|10|65|0|0|A client for a popular variant of chess|https://api.github.com/repos/abl17/BugHouseClient|https://github.com/abl17/BugHouseClient|https://api.github.com/repos/abl17/BugHouseClient/stargazers|https://api.github.com/repos/abl17/BugHouseClient/subscribers|https://api.github.com/repos/abl17/BugHouseClient/forks|https://api.github.com/repos/abl17/BugHouseClient/languages
Build-gcc-3.2.1|nslu2|106|341|313|201|0|0|Build/gcc-3.2.1 for NSLU2|https://api.github.com/repos/nslu2/Build-gcc-3.2.1|https://github.com/nslu2/Build-gcc-3.2.1|https://api.github.com/repos/nslu2/Build-gcc-3.2.1/stargazers|https://api.github.com/repos/nslu2/Build-gcc-3.2.1/subscribers|https://api.github.com/repos/nslu2/Build-gcc-3.2.1/forks|https://api.github.com/repos/nslu2/Build-gcc-3.2.1/languages
buildsystem-vmlinuz-initrd-vusolo4k|redblue-pkt|2132|8267|4568|2735|0|0| Set-top box Linux (BCM7xxx) - based on upstream Linux 3.14|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vusolo4k|https://github.com/redblue-pkt/buildsystem-vmlinuz-initrd-vusolo4k|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vusolo4k/stargazers|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vusolo4k/subscribers|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vusolo4k/forks|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vusolo4k/languages
buildsystem-vmlinuz-initrd-vuzero4k|redblue-pkt|2170|8506|4664|2715|0|0||https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vuzero4k|https://github.com/redblue-pkt/buildsystem-vmlinuz-initrd-vuzero4k|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vuzero4k/stargazers|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vuzero4k/subscribers|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vuzero4k/forks|https://api.github.com/repos/redblue-pkt/buildsystem-vmlinuz-initrd-vuzero4k/languages
bundlefusion_ubuntu1604|jack16888|16|154|32|17|0|0||https://api.github.com/repos/jack16888/bundlefusion_ubuntu1604|https://github.com/jack16888/bundlefusion_ubuntu1604|https://api.github.com/repos/jack16888/bundlefusion_ubuntu1604/stargazers|https://api.github.com/repos/jack16888/bundlefusion_ubuntu1604/subscribers|https://api.github.com/repos/jack16888/bundlefusion_ubuntu1604/forks|https://api.github.com/repos/jack16888/bundlefusion_ubuntu1604/languages
bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src|quanganh2627|86|323|104|11|0|0||https://api.github.com/repos/quanganh2627/bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src|https://github.com/quanganh2627/bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src|https://api.github.com/repos/quanganh2627/bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src/stargazers|https://api.github.com/repos/quanganh2627/bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src/subscribers|https://api.github.com/repos/quanganh2627/bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src/forks|https://api.github.com/repos/quanganh2627/bytm-x64-L-w05-2015_external_chromium_org_third_party_mesa_src/languages
C-notes|forbearing|75|106|138|46|0|0|Just Record My Notes|https://api.github.com/repos/forbearing/C-notes|https://github.com/forbearing/C-notes|https://api.github.com/repos/forbearing/C-notes/stargazers|https://api.github.com/repos/forbearing/C-notes/subscribers|https://api.github.com/repos/forbearing/C-notes/forks|https://api.github.com/repos/forbearing/C-notes/languages
C-Programing|Abu-Shamaa|0|0|0|1|0|0|Online Food Ordering System.|https://api.github.com/repos/Abu-Shamaa/C-Programing|https://github.com/Abu-Shamaa/C-Programing|https://api.github.com/repos/Abu-Shamaa/C-Programing/stargazers|https://api.github.com/repos/Abu-Shamaa/C-Programing/subscribers|https://api.github.com/repos/Abu-Shamaa/C-Programing/forks|https://api.github.com/repos/Abu-Shamaa/C-Programing/languages
C-Programs|sumitnautiyal|0|0|1|1|0|0|Some C programs|https://api.github.com/repos/sumitnautiyal/C-Programs|https://github.com/sumitnautiyal/C-Programs|https://api.github.com/repos/sumitnautiyal/C-Programs/stargazers|https://api.github.com/repos/sumitnautiyal/C-Programs/subscribers|https://api.github.com/repos/sumitnautiyal/C-Programs/forks|https://api.github.com/repos/sumitnautiyal/C-Programs/languages
c-projects|JaerenTredway|0|2|9|11|0|0|My C projects.|https://api.github.com/repos/JaerenTredway/c-projects|https://github.com/JaerenTredway/c-projects|https://api.github.com/repos/JaerenTredway/c-projects/stargazers|https://api.github.com/repos/JaerenTredway/c-projects/subscribers|https://api.github.com/repos/JaerenTredway/c-projects/forks|https://api.github.com/repos/JaerenTredway/c-projects/languages
c2z|tchandler48|0|2|54|71|0|0|c2z parser generates z390 coe|https://api.github.com/repos/tchandler48/c2z|https://github.com/tchandler48/c2z|https://api.github.com/repos/tchandler48/c2z/stargazers|https://api.github.com/repos/tchandler48/c2z/subscribers|https://api.github.com/repos/tchandler48/c2z/forks|https://api.github.com/repos/tchandler48/c2z/languages
c44|climbalima|28|131|25|25|0|0||https://api.github.com/repos/climbalima/c44|https://github.com/climbalima/c44|https://api.github.com/repos/climbalima/c44/stargazers|https://api.github.com/repos/climbalima/c44/subscribers|https://api.github.com/repos/climbalima/c44/forks|https://api.github.com/repos/climbalima/c44/languages
c630_linux|FEX-Emu|1459|6995|1922|925|0|0|Kernel for the c630 testing device|https://api.github.com/repos/FEX-Emu/c630_linux|https://github.com/FEX-Emu/c630_linux|https://api.github.com/repos/FEX-Emu/c630_linux/stargazers|https://api.github.com/repos/FEX-Emu/c630_linux/subscribers|https://api.github.com/repos/FEX-Emu/c630_linux/forks|https://api.github.com/repos/FEX-Emu/c630_linux/languages
calculatrice|jdiouris|0|6|8|11|0|0||https://api.github.com/repos/jdiouris/calculatrice|https://github.com/jdiouris/calculatrice|https://api.github.com/repos/jdiouris/calculatrice/stargazers|https://api.github.com/repos/jdiouris/calculatrice/subscribers|https://api.github.com/repos/jdiouris/calculatrice/forks|https://api.github.com/repos/jdiouris/calculatrice/languages
Calliope_WORKING|NWittich|13|94|4|1|0|1||https://api.github.com/repos/NWittich/Calliope_WORKING|https://github.com/NWittich/Calliope_WORKING|https://api.github.com/repos/NWittich/Calliope_WORKING/stargazers|https://api.github.com/repos/NWittich/Calliope_WORKING/subscribers|https://api.github.com/repos/NWittich/Calliope_WORKING/forks|https://api.github.com/repos/NWittich/Calliope_WORKING/languages
camera_linux|dylan-reichelt|1296|6379|1820|1103|0|0||https://api.github.com/repos/dylan-reichelt/camera_linux|https://github.com/dylan-reichelt/camera_linux|https://api.github.com/repos/dylan-reichelt/camera_linux/stargazers|https://api.github.com/repos/dylan-reichelt/camera_linux/subscribers|https://api.github.com/repos/dylan-reichelt/camera_linux/forks|https://api.github.com/repos/dylan-reichelt/camera_linux/languages
cavan-20150921|FuangCao|42|120|115|64|0|3||https://api.github.com/repos/FuangCao/cavan-20150921|https://github.com/FuangCao/cavan-20150921|https://api.github.com/repos/FuangCao/cavan-20150921/stargazers|https://api.github.com/repos/FuangCao/cavan-20150921/subscribers|https://api.github.com/repos/FuangCao/cavan-20150921/forks|https://api.github.com/repos/FuangCao/cavan-20150921/languages
CBLP|oz-matt|77|347|224|138|0|0|Project space for 5CSEBA6 FPGA code for the CBLP|https://api.github.com/repos/oz-matt/CBLP|https://github.com/oz-matt/CBLP|https://api.github.com/repos/oz-matt/CBLP/stargazers|https://api.github.com/repos/oz-matt/CBLP/subscribers|https://api.github.com/repos/oz-matt/CBLP/forks|https://api.github.com/repos/oz-matt/CBLP/languages
ccfi|ddcc|103|501|131|76|0|0||https://api.github.com/repos/ddcc/ccfi|https://github.com/ddcc/ccfi|https://api.github.com/repos/ddcc/ccfi/stargazers|https://api.github.com/repos/ddcc/ccfi/subscribers|https://api.github.com/repos/ddcc/ccfi/forks|https://api.github.com/repos/ddcc/ccfi/languages
cegcc-gdb|davidwed|106|408|537|260|0|0||https://api.github.com/repos/davidwed/cegcc-gdb|https://github.com/davidwed/cegcc-gdb|https://api.github.com/repos/davidwed/cegcc-gdb/stargazers|https://api.github.com/repos/davidwed/cegcc-gdb/subscribers|https://api.github.com/repos/davidwed/cegcc-gdb/forks|https://api.github.com/repos/davidwed/cegcc-gdb/languages
CensusMultiplex|coutomeira|2|7|11|3|0|0|Developed a state-of-the-art method to identify subgraph patterns in complex networks enriched with layers. At its core the underlying problem involves the hard computational problem of counting multilayer subgraphs, for which a novel efficient algorithm emerged. The work resulted in a fully fledged tool to identify multiplex motifs, including its visualization.|https://api.github.com/repos/coutomeira/CensusMultiplex|https://github.com/coutomeira/CensusMultiplex|https://api.github.com/repos/coutomeira/CensusMultiplex/stargazers|https://api.github.com/repos/coutomeira/CensusMultiplex/subscribers|https://api.github.com/repos/coutomeira/CensusMultiplex/forks|https://api.github.com/repos/coutomeira/CensusMultiplex/languages
cepheus_p_bawan|litao1104|1328|6773|2073|1100|0|0|Xiaomi Mobile Phone Kernel OpenSource|https://api.github.com/repos/litao1104/cepheus_p_bawan|https://github.com/litao1104/cepheus_p_bawan|https://api.github.com/repos/litao1104/cepheus_p_bawan/stargazers|https://api.github.com/repos/litao1104/cepheus_p_bawan/subscribers|https://api.github.com/repos/litao1104/cepheus_p_bawan/forks|https://api.github.com/repos/litao1104/cepheus_p_bawan/languages
cFE-UAV|aogrcs|17|63|73|117|0|0||https://api.github.com/repos/aogrcs/cFE-UAV|https://github.com/aogrcs/cFE-UAV|https://api.github.com/repos/aogrcs/cFE-UAV/stargazers|https://api.github.com/repos/aogrcs/cFE-UAV/subscribers|https://api.github.com/repos/aogrcs/cFE-UAV/forks|https://api.github.com/repos/aogrcs/cFE-UAV/languages
cFirstProjects|tomekl007|0|0|9|5|0|0|starting with c, basics, nothing interesting|https://api.github.com/repos/tomekl007/cFirstProjects|https://github.com/tomekl007/cFirstProjects|https://api.github.com/repos/tomekl007/cFirstProjects/stargazers|https://api.github.com/repos/tomekl007/cFirstProjects/subscribers|https://api.github.com/repos/tomekl007/cFirstProjects/forks|https://api.github.com/repos/tomekl007/cFirstProjects/languages
cgc-challenge-corpus|gal0is|463|1331|670|653|0|0||https://api.github.com/repos/gal0is/cgc-challenge-corpus|https://github.com/gal0is/cgc-challenge-corpus|https://api.github.com/repos/gal0is/cgc-challenge-corpus/stargazers|https://api.github.com/repos/gal0is/cgc-challenge-corpus/subscribers|https://api.github.com/repos/gal0is/cgc-challenge-corpus/forks|https://api.github.com/repos/gal0is/cgc-challenge-corpus/languages
chaos_calmer|supengpeng88|72|308|159|72|0|0||https://api.github.com/repos/supengpeng88/chaos_calmer|https://github.com/supengpeng88/chaos_calmer|https://api.github.com/repos/supengpeng88/chaos_calmer/stargazers|https://api.github.com/repos/supengpeng88/chaos_calmer/subscribers|https://api.github.com/repos/supengpeng88/chaos_calmer/forks|https://api.github.com/repos/supengpeng88/chaos_calmer/languages
cheribsd|zatkh|1443|4641|3569|1207|0|0||https://api.github.com/repos/zatkh/cheribsd|https://github.com/zatkh/cheribsd|https://api.github.com/repos/zatkh/cheribsd/stargazers|https://api.github.com/repos/zatkh/cheribsd/subscribers|https://api.github.com/repos/zatkh/cheribsd/forks|https://api.github.com/repos/zatkh/cheribsd/languages
chipmunk|itszor|187|492|443|272|0|1|An assembler, linker, GCC port, simulator and parts of an optimisation framework for a novel processor architecture.|https://api.github.com/repos/itszor/chipmunk|https://github.com/itszor/chipmunk|https://api.github.com/repos/itszor/chipmunk/stargazers|https://api.github.com/repos/itszor/chipmunk/subscribers|https://api.github.com/repos/itszor/chipmunk/forks|https://api.github.com/repos/itszor/chipmunk/languages
chromium|dummas2008|565|1566|559|105|0|0||https://api.github.com/repos/dummas2008/chromium|https://github.com/dummas2008/chromium|https://api.github.com/repos/dummas2008/chromium/stargazers|https://api.github.com/repos/dummas2008/chromium/subscribers|https://api.github.com/repos/dummas2008/chromium/forks|https://api.github.com/repos/dummas2008/chromium/languages
chromium_ffmpeg|kainguo|200|730|217|14|0|0|mirror of https://chromium.googlesource.com/chromium/third_party/ffmpeg/|https://api.github.com/repos/kainguo/chromium_ffmpeg|https://github.com/kainguo/chromium_ffmpeg|https://api.github.com/repos/kainguo/chromium_ffmpeg/stargazers|https://api.github.com/repos/kainguo/chromium_ffmpeg/subscribers|https://api.github.com/repos/kainguo/chromium_ffmpeg/forks|https://api.github.com/repos/kainguo/chromium_ffmpeg/languages
chromium-webcl|hujiajie|566|1567|559|105|0|2||https://api.github.com/repos/hujiajie/chromium-webcl|https://github.com/hujiajie/chromium-webcl|https://api.github.com/repos/hujiajie/chromium-webcl/stargazers|https://api.github.com/repos/hujiajie/chromium-webcl/subscribers|https://api.github.com/repos/hujiajie/chromium-webcl/forks|https://api.github.com/repos/hujiajie/chromium-webcl/languages
ChromiumMacbook|DiegoMagdaleno|1388|6725|1846|925|0|0|2016+ Patches for Chromium (Fyde, ChromeOS etc) to run and support all drivers by default|https://api.github.com/repos/DiegoMagdaleno/ChromiumMacbook|https://github.com/DiegoMagdaleno/ChromiumMacbook|https://api.github.com/repos/DiegoMagdaleno/ChromiumMacbook/stargazers|https://api.github.com/repos/DiegoMagdaleno/ChromiumMacbook/subscribers|https://api.github.com/repos/DiegoMagdaleno/ChromiumMacbook/forks|https://api.github.com/repos/DiegoMagdaleno/ChromiumMacbook/languages
chuchuPython|chumarie|1|20|8|5|0|0||https://api.github.com/repos/chumarie/chuchuPython|https://github.com/chumarie/chuchuPython|https://api.github.com/repos/chumarie/chuchuPython/stargazers|https://api.github.com/repos/chumarie/chuchuPython/subscribers|https://api.github.com/repos/chumarie/chuchuPython/forks|https://api.github.com/repos/chumarie/chuchuPython/languages
cincv-exp-merge-j6t|cinelerra-cv-team|39|305|116|131|0|0|This experimental branch (a merge the CinHV releases (4.x) with CinCV) was created by Johannes Sixt. At the present time, it is not actively developed.|https://api.github.com/repos/cinelerra-cv-team/cincv-exp-merge-j6t|https://github.com/cinelerra-cv-team/cincv-exp-merge-j6t|https://api.github.com/repos/cinelerra-cv-team/cincv-exp-merge-j6t/stargazers|https://api.github.com/repos/cinelerra-cv-team/cincv-exp-merge-j6t/subscribers|https://api.github.com/repos/cinelerra-cv-team/cincv-exp-merge-j6t/forks|https://api.github.com/repos/cinelerra-cv-team/cincv-exp-merge-j6t/languages
